nsteps,threads,repeats,serial_seconds,omp_seconds,speedup,serial_value,omp_value,abs_error
40000000,1,1,0.027846237,0.023143636,1.20319197035,3.14159265359,3.14159265359,0
40000000,2,1,0.02676625,0.019745094,1.35558989995,3.14159265359,3.14159265359,2.09166017839e-13
40000000,4,1,0.02837415,0.014558705,1.94894738234,3.14159265359,3.14159265359,1.84741111298e-13
40000000,7,1,0.028223907,0.010300671,2.74000664617,3.14159265359,3.14159265359,1.37223565844e-13
40000000,8,1,0.028068122,0.010765578,2.60720994265,3.14159265359,3.14159265359,1.46549439251e-13
40000000,16,1,0.026514099,0.006269049,4.22936541093,3.14159265359,3.14159265359,1.53654866608e-13
40000000,20,1,0.025058761,0.005506874,4.55045112708,3.14159265359,3.14159265359,1.4788170688e-13
40000000,40,1,0.028416896,0.006766946,4.19936792757,3.14159265359,3.14159265359,1.57207580287e-13
