n,threads,variant,repeats,eps,max_iters,tau,schedule,chunk,iterations,seconds,residual,linf_error,converged
100000,8,2,1,1e-05,5000,1.9999600008e-05,static,0,5000,0.209847412,0.904856419627,0.904838322861,0
